103.91.219.19:443#地区随机 | 美国 US | SJC | 103.91.219.19:443
162.159.193.80:443#NiREvil优选 | CF | 162.159.193.80 | MSP | 93ms | 0mbps
172.64.146.186:443#NiREvil优选 | CF | 172.64.146.186 | MSP | 94ms | 0mbps
104.17.148.152:443#NiREvil优选 | CF | 104.17.148.152 | MSP | 94ms | 0mbps
172.64.146.22:443#NiREvil优选 | CF | 172.64.146.22 | MSP | 94ms | 0mbps
104.19.220.44:443#NiREvil优选 | CF | 104.19.220.44 | MSP | 95ms | 0mbps
162.159.193.5:443#NiREvil优选 | CF | 162.159.193.5 | MSP | 95ms | 0mbps
162.159.195.238:443#NiREvil优选 | CF | 162.159.195.238 | MSP | 95ms | 0mbps
104.17.121.140:443#NiREvil优选 | CF | 104.17.121.140 | MSP | 96ms | 0mbps
190.93.245.251:443#NiREvil优选 | CF | 190.93.245.251 | MSP | 96ms | 0mbps
104.16.140.249:443#NiREvil优选 | CF | 104.16.140.249 | MSP | 96ms | 0mbps
162.159.193.158:443#NiREvil优选 | CF | 162.159.193.158 | MSP | 96ms | 0mbps
162.159.46.111:443#NiREvil优选 | CF | 162.159.46.111 | ORD | 96ms | 0mbps
104.17.222.222:443#NiREvil优选 | CF | 104.17.222.222 | MSP | 97ms | 0mbps
162.159.46.19:443#NiREvil优选 | CF | 162.159.46.19 | MSP | 97ms | 0mbps
172.64.146.76:443#NiREvil优选 | CF | 172.64.146.76 | MSP | 97ms | 0mbps
162.159.46.54:443#NiREvil优选 | CF | 162.159.46.54 | MSP | 97ms | 0mbps
162.159.195.31:443#NiREvil优选 | CF | 162.159.195.31 | ORD | 98ms | 0mbps
162.159.195.131:443#NiREvil优选 | CF | 162.159.195.131 | ORD | 98ms | 0mbps
104.17.148.12:443#NiREvil优选 | CF | 104.17.148.12 | MSP | 98ms | 0mbps
172.64.146.140:443#NiREvil优选 | CF | 172.64.146.140 | ORD | 98ms | 0mbps
8.6.112.63:443#NiREvil优选 | CF | 8.6.112.63 | MSP | 98ms | 0mbps
8.6.112.199:443#NiREvil优选 | CF | 8.6.112.199 | ORD | 99ms | 0mbps
172.64.146.252:443#NiREvil优选 | CF | 172.64.146.252 | MSP | 99ms | 0mbps
104.16.148.86:443#NiREvil优选 | CF | 104.16.148.86 | MSP | 99ms | 0mbps
162.159.193.176:443#NiREvil优选 | CF | 162.159.193.176 | MSP | 99ms | 0mbps
8.6.112.198:443#NiREvil优选 | CF | 8.6.112.198 | MSP | 99ms | 0mbps
8.6.112.233:443#NiREvil优选 | CF | 8.6.112.233 | MSP | 99ms | 0mbps
172.64.32.6:443#Gslege优选 | sg 【新加坡】 SG | 172.64.32.6
172.64.32.7:443#Gslege优选 | sg 【新加坡】 SG | 172.64.32.7
108.162.192.5:443#Gslege优选 | sg 【新加坡】 SG | 108.162.192.5
172.64.32.2:443#Gslege优选 | sg 【新加坡】 SG | 172.64.32.2
172.64.32.8:443#Gslege优选 | sg 【新加坡】 SG | 172.64.32.8
162.159.0.1:443#Gslege优选 | sg 【新加坡】 SG | 162.159.0.1
108.162.192.3:443#Gslege优选 | sg 【新加坡】 SG | 108.162.192.3
172.64.32.4:443#Gslege优选 | sg 【新加坡】 SG | 172.64.32.4
108.162.192.2:443#Gslege优选 | sg 【新加坡】 SG | 108.162.192.2
162.159.0.7:443#Gslege优选 | sg 【新加坡】 SG | 162.159.0.7
172.64.32.5:443#Gslege优选 | sg 【新加坡】 SG | 172.64.32.5
162.159.0.4:443#Gslege优选 | sg 【新加坡】 SG | 162.159.0.4
172.64.32.3:443#Gslege优选 | sg 【新加坡】 SG | 172.64.32.3
108.162.192.1:443#Gslege优选 | sg 【新加坡】 SG | 108.162.192.1
108.162.192.9:443#Gslege优选 | sg 【新加坡】 SG | 108.162.192.9
162.159.0.5:443#Gslege优选 | sg 【新加坡】 SG | 162.159.0.5
162.159.0.2:443#Gslege优选 | sg 【新加坡】 SG | 162.159.0.2
172.64.32.1:443#Gslege优选 | sg 【新加坡】 SG | 172.64.32.1
172.64.32.9:443#Gslege优选 | sg 【新加坡】 SG | 172.64.32.9
108.162.192.6:443#Gslege优选 | sg 【新加坡】 SG | 108.162.192.6
104.27.0.3:443#Gslege优选 | de 【德国】 DE | 104.27.0.3
104.27.0.2:443#Gslege优选 | de 【德国】 DE | 104.27.0.2
104.24.0.6:443#Gslege优选 | de 【德国】 DE | 104.24.0.6
104.26.0.4:443#Gslege优选 | de 【德国】 DE | 104.26.0.4
104.26.0.6:443#Gslege优选 | de 【德国】 DE | 104.26.0.6
104.25.0.3:443#Gslege优选 | de 【德国】 DE | 104.25.0.3
104.24.0.3:443#Gslege优选 | de 【德国】 DE | 104.24.0.3
104.21.0.2:443#Gslege优选 | de 【德国】 DE | 104.21.0.2
104.25.0.1:443#Gslege优选 | de 【德国】 DE | 104.25.0.1
104.26.0.9:443#Gslege优选 | de 【德国】 DE | 104.26.0.9
104.21.0.6:443#Gslege优选 | de 【德国】 DE | 104.21.0.6
104.27.0.6:443#Gslege优选 | de 【德国】 DE | 104.27.0.6
104.21.0.8:443#Gslege优选 | de 【德国】 DE | 104.21.0.8
104.26.0.5:443#Gslege优选 | de 【德国】 DE | 104.26.0.5
104.26.0.3:443#Gslege优选 | de 【德国】 DE | 104.26.0.3
104.25.0.7:443#Gslege优选 | de 【德国】 DE | 104.25.0.7
104.24.0.2:443#Gslege优选 | de 【德国】 DE | 104.24.0.2
104.24.0.7:443#Gslege优选 | de 【德国】 DE | 104.24.0.7
104.27.0.9:443#Gslege优选 | de 【德国】 DE | 104.27.0.9
104.27.0.5:443#Gslege优选 | de 【德国】 DE | 104.27.0.5
154.83.98.90:55443#天诚优选1 | 港岛茶记 | HK | 154.83.98.90:55443
103.96.74.18:16000#天诚优选1 | 港岛茶记 | HK | 103.96.74.18:16000
43.132.185.96:5443#天诚优选1 | 港岛茶记 | HK | 43.132.185.96:5443
107.148.239.178:16027#天诚优选1 | 港岛茶记 | HK | 107.148.239.178:16027
27.50.48.50:2053#天诚优选1 | 印加坡县 | SG | 27.50.48.50:2053
27.50.48.69:2083#天诚优选1 | 印加坡县 | SG | 27.50.48.69:2083
27.50.48.59:2096#天诚优选1 | 印加坡县 | SG | 27.50.48.59:2096
27.50.48.8:443#天诚优选1 | 印加坡县 | SG | 27.50.48.8:443
27.50.48.142:2083#天诚优选1 | 印加坡县 | SG | 27.50.48.142:2083
168.138.189.91:443#天诚优选1 | 印加坡县 | SG | 168.138.189.91:443
27.50.48.255:8443#天诚优选1 | 印加坡县 | SG | 27.50.48.255:8443
138.2.64.229:443#天诚优选1 | 印加坡县 | SG | 138.2.64.229:443
168.138.165.174:443#天诚优选1 | 印加坡县 | SG | 168.138.165.174:443
158.178.230.113:8443#天诚优选1 | 印加坡县 | SG | 158.178.230.113:8443
168.138.46.67:443#天诚优选1 | 小日本儿 | JP | 168.138.46.67:443
64.110.104.30:443#天诚优选1 | 小日本儿 | JP | 64.110.104.30:443
210.138.37.53:443#天诚优选1 | 小日本儿 | JP | 210.138.37.53:443
217.142.227.105:20071#天诚优选1 | 小日本儿 | JP | 217.142.227.105:20071
203.69.248.40:33699#天诚优选1 | 宝岛正妹 | TW | 203.69.248.40:33699
114.204.41.241:30003#天诚优选1 | 泡菜欧巴 | KR | 114.204.41.241:30003
123.111.169.70:2096#天诚优选1 | 泡菜欧巴 | KR | 123.111.169.70:2096
123.111.169.70:2087#天诚优选1 | 泡菜欧巴 | KR | 123.111.169.70:2087
49.238.238.149:8443#天诚优选1 | 泡菜欧巴 | KR | 49.238.238.149:8443
123.111.169.70:2083#天诚优选1 | 泡菜欧巴 | KR | 123.111.169.70:2083
123.111.169.70:443#天诚优选1 | 泡菜欧巴 | KR | 123.111.169.70:443
121.172.62.176:12256#天诚优选1 | 泡菜欧巴 | KR | 121.172.62.176:12256
61.73.10.185:21273#天诚优选1 | 泡菜欧巴 | KR | 61.73.10.185:21273
112.162.23.229:11112#天诚优选1 | 泡菜欧巴 | KR | 112.162.23.229:11112
123.111.169.70:8443#天诚优选1 | 泡菜欧巴 | KR | 123.111.169.70:8443
172.64.154.195:443#天诚优选1 | 战争贩子 | US | 172.64.154.195:443
149.28.92.56:443#天诚优选1 | 战争贩子 | US | 149.28.92.56:443
44.246.4.70:443#天诚优选1 | 战争贩子 | US | 44.246.4.70:443
23.94.43.51:443#天诚优选1 | 战争贩子 | US | 23.94.43.51:443
192.3.251.89:443#天诚优选1 | 战争贩子 | US | 192.3.251.89:443
23.95.56.195:443#天诚优选1 | 战争贩子 | US | 23.95.56.195:443
8.34.146.115:2083#天诚优选1 | 战争贩子 | US | 8.34.146.115:2083
104.168.87.237:443#天诚优选1 | 战争贩子 | US | 104.168.87.237:443
77.110.114.56:443#天诚优选1 | 战争贩子 | US | 77.110.114.56:443
43.130.105.166:65001#天诚优选1 | 战争贩子 | US | 43.130.105.166:65001
198.41.208.65:443#IRCF优选 | 198.41.208.65
198.41.209.173:443#IRCF优选 | 198.41.209.173
198.41.209.60:443#IRCF优选 | 198.41.209.60
198.41.209.23:443#IRCF优选 | 198.41.209.23
198.41.208.179:443#IRCF优选 | 198.41.208.179
104.16.10.89:443#IRCF优选 | 104.16.10.89
104.18.194.41:443#IRCF优选 | 104.18.194.41
162.159.46.2:443#IRCF优选 | 162.159.46.2
104.16.135.74:443#IRCF优选 | 104.16.135.74
104.19.17.111:443#IRCF优选 | 104.19.17.111
198.41.208.65:443#IRCF优选 | 198.41.208.65
198.41.209.173:443#IRCF优选 | 198.41.209.173
198.41.209.60:443#IRCF优选 | 198.41.209.60
198.41.209.23:443#IRCF优选 | 198.41.209.23
198.41.208.179:443#IRCF优选 | 198.41.208.179
172.66.2.16:443#CF 电信优选 | 172.66.2.16
172.66.1.1:443#CF 电信优选 | 172.66.1.1
188.164.248.36:443#CF 电信优选 | 188.164.248.36
188.164.248.193:443#CF 电信优选 | 188.164.248.193
104.17.145.229:443#CF 电信优选 | 104.17.145.229
104.17.158.139:443#CF 电信优选 | 104.17.158.139
104.18.33.217:443#CF 电信优选 | 104.18.33.217
172.66.3.174:443#CF 电信优选 | 172.66.3.174
172.66.3.180:443#CF 电信优选 | 172.66.3.180
172.66.0.211:443#CF 电信优选 | 172.66.0.211
188.164.248.150:443#CF 电信优选 | 188.164.248.150
188.164.248.130:443#CF 电信优选 | 188.164.248.130
104.18.33.71:443#CF 电信优选 | 104.18.33.71
104.17.157.79:443#CF 电信优选 | 104.17.157.79
104.17.147.154:443#CF 电信优选 | 104.17.147.154
172.66.3.77:443#CF 电信优选 | 172.66.3.77
104.18.33.59:443#CF 电信优选 | 104.18.33.59
104.17.149.253:443#CF 电信优选 | 104.17.149.253
104.17.151.205:443#CF 电信优选 | 104.17.151.205
8.35.211.118:443#CF 电信优选 | 8.35.211.118
8.35.211.152:443#CF 电信优选 | 8.35.211.152
172.66.2.244:443#CF 电信优选 | 172.66.2.244
8.35.211.99:443#CF 电信优选 | 8.35.211.99
104.17.150.94:443#CF 电信优选 | 104.17.150.94
172.66.3.231:443#CF 电信优选 | 172.66.3.231
104.18.33.112:443#CF 电信优选 | 104.18.33.112
104.18.33.168:443#CF 电信优选 | 104.18.33.168
188.164.248.58:443#CF 电信优选 | 188.164.248.58
104.18.33.175:443#CF 电信优选 | 104.18.33.175
172.66.0.84:443#CF 电信优选 | 172.66.0.84
8.35.211.217:443#CF 电信优选 | 8.35.211.217
188.164.248.165:443#CF 电信优选 | 188.164.248.165
104.18.33.96:443#CF 电信优选 | 104.18.33.96
104.18.33.28:443#CF 电信优选 | 104.18.33.28
8.35.211.195:443#CF 电信优选 | 8.35.211.195
104.18.33.47:443#CF 电信优选 | 104.18.33.47
8.35.211.89:443#CF 电信优选 | 8.35.211.89
104.18.33.29:443#CF 电信优选 | 104.18.33.29
188.164.248.6:443#CF 电信优选 | 188.164.248.6
172.66.2.110:443#CF 电信优选 | 172.66.2.110
104.18.33.21:443#CF 电信优选 | 104.18.33.21
104.17.157.219:443#CF 电信优选 | 104.17.157.219
172.66.0.36:443#CF 电信优选 | 172.66.0.36
172.66.2.96:443#CF 电信优选 | 172.66.2.96
172.66.1.144:443#CF 电信优选 | 172.66.1.144
8.35.211.103:443#CF 电信优选 | 8.35.211.103
104.17.157.234:443#CF 电信优选 | 104.17.157.234
172.66.0.84:443#CF 电信优选 | 172.66.0.84
188.164.248.186:443#CF 电信优选 | 188.164.248.186
172.66.1.81:443#CF 电信优选 | 172.66.1.81
8.35.211.52:443#CF 电信优选 | 8.35.211.52
172.66.3.219:443#CF 电信优选 | 172.66.3.219
172.66.1.236:443#CF 电信优选 | 172.66.1.236
8.35.211.143:443#CF 电信优选 | 8.35.211.143
104.17.150.147:443#CF 电信优选 | 104.17.150.147
172.66.0.246:443#CF 电信优选 | 172.66.0.246
104.17.157.92:443#CF 电信优选 | 104.17.157.92
172.66.2.75:443#CF 电信优选 | 172.66.2.75
104.18.33.64:443#CF 电信优选 | 104.18.33.64
172.66.0.18:443#CF 电信优选 | 172.66.0.18
8.35.211.155:443#CF 电信优选 | 8.35.211.155
104.18.33.85:443#CF 电信优选 | 104.18.33.85
104.18.33.82:443#CF 电信优选 | 104.18.33.82
188.164.248.238:443#CF 电信优选 | 188.164.248.238
8.35.211.170:443#CF 电信优选 | 8.35.211.170
104.17.144.121:443#CF 电信优选 | 104.17.144.121
104.18.33.35:443#CF 电信优选 | 104.18.33.35
188.164.248.69:443#CF 电信优选 | 188.164.248.69
104.17.148.105:443#CF 电信优选 | 104.17.148.105
104.18.33.193:443#CF 电信优选 | 104.18.33.193
104.17.148.228:443#CF 电信优选 | 104.17.148.228
8.35.211.139:443#CF 电信优选 | 8.35.211.139
104.17.149.89:443#CF 电信优选 | 104.17.149.89
8.35.211.204:443#CF 电信优选 | 8.35.211.204
104.17.159.123:443#CF 电信优选 | 104.17.159.123
104.18.33.119:443#CF 电信优选 | 104.18.33.119
104.17.156.130:443#CF 电信优选 | 104.17.156.130
104.17.151.84:443#CF 电信优选 | 104.17.151.84
104.18.33.246:443#CF 电信优选 | 104.18.33.246
188.164.248.6:443#CF 电信优选 | 188.164.248.6
172.66.2.159:443#CF 电信优选 | 172.66.2.159
172.66.2.50:443#CF 电信优选 | 172.66.2.50
188.164.248.42:443#CF 电信优选 | 188.164.248.42
172.66.2.144:443#CF 电信优选 | 172.66.2.144
104.17.152.127:443#CF 电信优选 | 104.17.152.127
172.66.3.144:443#CF 电信优选 | 172.66.3.144
188.164.248.20:443#CF 电信优选 | 188.164.248.20
104.18.33.19:443#CF 电信优选 | 104.18.33.19
104.18.33.15:443#CF 电信优选 | 104.18.33.15
104.18.33.247:443#CF 电信优选 | 104.18.33.247
172.66.1.111:443#CF 电信优选 | 172.66.1.111
188.164.248.179:443#CF 电信优选 | 188.164.248.179
172.66.2.64:443#CF 电信优选 | 172.66.2.64
8.35.211.95:443#CF 电信优选 | 8.35.211.95
104.17.157.253:443#CF 电信优选 | 104.17.157.253
172.66.0.165:443#CF 电信优选 | 172.66.0.165
104.18.33.157:443#CF 电信优选 | 104.18.33.157
188.164.248.168:443#CF 电信优选 | 188.164.248.168
172.66.0.232:443#CF 电信优选 | 172.66.0.232
104.18.33.203:443#CF 电信优选 | 104.18.33.203
104.26.15.64:443#CF 联通优选 | 104.26.15.64
104.26.8.228:443#CF 联通优选 | 104.26.8.228
172.67.68.245:443#CF 联通优选 | 172.67.68.245
104.26.5.240:443#CF 联通优选 | 104.26.5.240
172.67.70.65:443#CF 联通优选 | 172.67.70.65
104.26.9.93:443#CF 联通优选 | 104.26.9.93
172.67.75.194:443#CF 联通优选 | 172.67.75.194
172.67.76.121:443#CF 联通优选 | 172.67.76.121
104.26.11.149:443#CF 联通优选 | 104.26.11.149
172.67.64.27:443#CF 联通优选 | 172.67.64.27
172.67.67.164:443#CF 联通优选 | 172.67.67.164
104.26.9.107:443#CF 联通优选 | 104.26.9.107
172.67.75.141:443#CF 联通优选 | 172.67.75.141
172.67.75.40:443#CF 联通优选 | 172.67.75.40
172.67.78.39:443#CF 联通优选 | 172.67.78.39
104.26.7.26:443#CF 联通优选 | 104.26.7.26
172.67.79.229:443#CF 联通优选 | 172.67.79.229
104.26.14.194:443#CF 联通优选 | 104.26.14.194
104.26.3.188:443#CF 联通优选 | 104.26.3.188
172.67.74.201:443#CF 联通优选 | 172.67.74.201
172.67.68.247:443#CF 联通优选 | 172.67.68.247
104.26.14.134:443#CF 联通优选 | 104.26.14.134
104.26.3.211:443#CF 联通优选 | 104.26.3.211
172.67.64.210:443#CF 联通优选 | 172.67.64.210
104.26.9.59:443#CF 联通优选 | 104.26.9.59
104.26.4.97:443#CF 联通优选 | 104.26.4.97
172.67.79.162:443#CF 联通优选 | 172.67.79.162
104.26.12.84:443#CF 联通优选 | 104.26.12.84
172.67.66.13:443#CF 联通优选 | 172.67.66.13
104.26.13.31:443#CF 联通优选 | 104.26.13.31
172.67.74.23:443#CF 联通优选 | 172.67.74.23
104.26.8.96:443#CF 联通优选 | 104.26.8.96
104.26.1.130:443#CF 联通优选 | 104.26.1.130
104.26.10.202:443#CF 联通优选 | 104.26.10.202
104.26.8.172:443#CF 联通优选 | 104.26.8.172
172.67.71.51:443#CF 联通优选 | 172.67.71.51
172.67.75.158:443#CF 联通优选 | 172.67.75.158
172.67.69.77:443#CF 联通优选 | 172.67.69.77
104.26.10.68:443#CF 联通优选 | 104.26.10.68
104.26.2.82:443#CF 联通优选 | 104.26.2.82
172.67.71.51:443#CF 联通优选 | 172.67.71.51
172.67.75.141:443#CF 联通优选 | 172.67.75.141
172.67.75.107:443#CF 联通优选 | 172.67.75.107
104.26.14.202:443#CF 联通优选 | 104.26.14.202
104.26.5.91:443#CF 联通优选 | 104.26.5.91
172.67.70.87:443#CF 联通优选 | 172.67.70.87
172.67.76.145:443#CF 联通优选 | 172.67.76.145
172.67.64.207:443#CF 联通优选 | 172.67.64.207
104.26.6.3:443#CF 联通优选 | 104.26.6.3
172.67.70.35:443#CF 联通优选 | 172.67.70.35
172.67.78.195:443#CF 联通优选 | 172.67.78.195
172.67.65.31:443#CF 联通优选 | 172.67.65.31
104.26.4.193:443#CF 联通优选 | 104.26.4.193
172.67.65.228:443#CF 联通优选 | 172.67.65.228
172.67.78.139:443#CF 联通优选 | 172.67.78.139
172.67.73.51:443#CF 联通优选 | 172.67.73.51
104.26.12.88:443#CF 联通优选 | 104.26.12.88
104.26.2.72:443#CF 联通优选 | 104.26.2.72
104.26.9.89:443#CF 联通优选 | 104.26.9.89
172.67.78.231:443#CF 联通优选 | 172.67.78.231
104.26.12.145:443#CF 联通优选 | 104.26.12.145
104.26.5.68:443#CF 联通优选 | 104.26.5.68
104.26.6.185:443#CF 联通优选 | 104.26.6.185
104.26.12.103:443#CF 联通优选 | 104.26.12.103
104.26.14.32:443#CF 联通优选 | 104.26.14.32
172.67.76.205:443#CF 联通优选 | 172.67.76.205
104.26.14.252:443#CF 联通优选 | 104.26.14.252
172.67.73.17:443#CF 联通优选 | 172.67.73.17
172.67.79.17:443#CF 联通优选 | 172.67.79.17
172.67.66.229:443#CF 联通优选 | 172.67.66.229
104.26.11.90:443#CF 联通优选 | 104.26.11.90
172.67.65.26:443#CF 联通优选 | 172.67.65.26
172.67.76.33:443#CF 联通优选 | 172.67.76.33
104.26.13.85:443#CF 联通优选 | 104.26.13.85
172.67.74.48:443#CF 联通优选 | 172.67.74.48
104.26.13.81:443#CF 联通优选 | 104.26.13.81
172.67.73.240:443#CF 联通优选 | 172.67.73.240
104.26.5.122:443#CF 联通优选 | 104.26.5.122
172.67.67.253:443#CF 联通优选 | 172.67.67.253
172.67.66.207:443#CF 联通优选 | 172.67.66.207
172.67.79.233:443#CF 联通优选 | 172.67.79.233
104.26.6.125:443#CF 联通优选 | 104.26.6.125
172.67.65.28:443#CF 联通优选 | 172.67.65.28
172.67.69.194:443#CF 联通优选 | 172.67.69.194
172.67.77.80:443#CF 联通优选 | 172.67.77.80
172.67.64.143:443#CF 联通优选 | 172.67.64.143
104.26.10.30:443#CF 联通优选 | 104.26.10.30
172.67.67.133:443#CF 联通优选 | 172.67.67.133
104.26.1.66:443#CF 联通优选 | 104.26.1.66
172.67.77.231:443#CF 联通优选 | 172.67.77.231
104.26.2.159:443#CF 联通优选 | 104.26.2.159
104.26.0.41:443#CF 联通优选 | 104.26.0.41
172.67.76.210:443#CF 联通优选 | 172.67.76.210
104.26.10.13:443#CF 联通优选 | 104.26.10.13
172.67.79.127:443#CF 联通优选 | 172.67.79.127
104.26.1.43:443#CF 联通优选 | 104.26.1.43
172.67.66.107:443#CF 联通优选 | 172.67.66.107
104.26.15.2:443#CF 联通优选 | 104.26.15.2
172.67.75.46:443#CF 联通优选 | 172.67.75.46
104.26.10.60:443#CF 联通优选 | 104.26.10.60
104.17.166.85:443#CF 移动优选 | 104.17.166.85
104.17.105.200:443#CF 移动优选 | 104.17.105.200
104.19.144.53:443#CF 移动优选 | 104.19.144.53
104.17.59.95:443#CF 移动优选 | 104.17.59.95
104.16.253.108:443#CF 移动优选 | 104.16.253.108
104.19.32.182:443#CF 移动优选 | 104.19.32.182
104.16.241.60:443#CF 移动优选 | 104.16.241.60
104.17.148.79:443#CF 移动优选 | 104.17.148.79
104.18.33.156:443#CF 移动优选 | 104.18.33.156
104.19.146.149:443#CF 移动优选 | 104.19.146.149
104.16.242.210:443#CF 移动优选 | 104.16.242.210
104.17.24.55:443#CF 移动优选 | 104.17.24.55
91.193.58.143:443#CF 移动优选 | 91.193.58.143
104.17.166.198:443#CF 移动优选 | 104.17.166.198
104.17.115.218:443#CF 移动优选 | 104.17.115.218
172.66.0.87:443#CF 移动优选 | 172.66.0.87
104.17.170.159:443#CF 移动优选 | 104.17.170.159
104.17.158.54:443#CF 移动优选 | 104.17.158.54
104.17.180.55:443#CF 移动优选 | 104.17.180.55
104.18.33.252:443#CF 移动优选 | 104.18.33.252
104.17.25.133:443#CF 移动优选 | 104.17.25.133
104.17.17.240:443#CF 移动优选 | 104.17.17.240
91.193.59.112:443#CF 移动优选 | 91.193.59.112
104.17.183.240:443#CF 移动优选 | 104.17.183.240
104.17.209.154:443#CF 移动优选 | 104.17.209.154
104.18.33.44:443#CF 移动优选 | 104.18.33.44
104.17.151.72:443#CF 移动优选 | 104.17.151.72
104.17.98.28:443#CF 移动优选 | 104.17.98.28
104.16.144.222:443#CF 移动优选 | 104.16.144.222
104.17.48.195:443#CF 移动优选 | 104.17.48.195
172.66.2.62:443#CF 移动优选 | 172.66.2.62
104.16.242.137:443#CF 移动优选 | 104.16.242.137
104.19.151.70:443#CF 移动优选 | 104.19.151.70
91.193.59.177:443#CF 移动优选 | 91.193.59.177
104.17.162.29:443#CF 移动优选 | 104.17.162.29
104.17.116.230:443#CF 移动优选 | 104.17.116.230
198.41.209.202:443#CF 移动优选 | 198.41.209.202
198.41.208.148:443#CF 移动优选 | 198.41.208.148
104.18.33.161:443#CF 移动优选 | 104.18.33.161
198.41.208.15:443#CF 移动优选 | 198.41.208.15
172.66.2.234:443#CF 移动优选 | 172.66.2.234
172.66.2.245:443#CF 移动优选 | 172.66.2.245
104.17.148.31:443#CF 移动优选 | 104.17.148.31
104.17.223.177:443#CF 移动优选 | 104.17.223.177
172.66.0.106:443#CF 移动优选 | 172.66.0.106
104.19.151.22:443#CF 移动优选 | 104.19.151.22
104.17.219.36:443#CF 移动优选 | 104.17.219.36
198.41.208.242:443#CF 移动优选 | 198.41.208.242
104.17.217.226:443#CF 移动优选 | 104.17.217.226
198.41.208.169:443#CF 移动优选 | 198.41.208.169
104.17.49.78:443#CF 移动优选 | 104.17.49.78
104.19.35.54:443#CF 移动优选 | 104.19.35.54
104.18.33.170:443#CF 移动优选 | 104.18.33.170
104.17.180.242:443#CF 移动优选 | 104.17.180.242
104.17.175.155:443#CF 移动优选 | 104.17.175.155
198.41.208.229:443#CF 移动优选 | 198.41.208.229
91.193.58.11:443#CF 移动优选 | 91.193.58.11
104.17.179.183:443#CF 移动优选 | 104.17.179.183
104.19.34.149:443#CF 移动优选 | 104.19.34.149
91.193.59.144:443#CF 移动优选 | 91.193.59.144
104.16.153.102:443#CF 移动优选 | 104.16.153.102
104.19.149.223:443#CF 移动优选 | 104.19.149.223
104.17.182.41:443#CF 移动优选 | 104.17.182.41
104.18.33.209:443#CF 移动优选 | 104.18.33.209
104.17.190.64:443#CF 移动优选 | 104.17.190.64
104.19.33.219:443#CF 移动优选 | 104.19.33.219
104.17.164.238:443#CF 移动优选 | 104.17.164.238
198.41.209.158:443#CF 移动优选 | 198.41.209.158
104.17.154.11:443#CF 移动优选 | 104.17.154.11
198.41.208.171:443#CF 移动优选 | 198.41.208.171
91.193.58.102:443#CF 移动优选 | 91.193.58.102
104.17.186.61:443#CF 移动优选 | 104.17.186.61
104.17.109.57:443#CF 移动优选 | 104.17.109.57
104.17.61.137:443#CF 移动优选 | 104.17.61.137
104.17.121.1:443#CF 移动优选 | 104.17.121.1
104.17.61.137:443#CF 移动优选 | 104.17.61.137
104.17.21.187:443#CF 移动优选 | 104.17.21.187
104.17.120.71:443#CF 移动优选 | 104.17.120.71
104.17.182.24:443#CF 移动优选 | 104.17.182.24
104.16.242.253:443#CF 移动优选 | 104.16.242.253
104.17.54.82:443#CF 移动优选 | 104.17.54.82
104.17.153.80:443#CF 移动优选 | 104.17.153.80
104.17.155.31:443#CF 移动优选 | 104.17.155.31
172.66.2.233:443#CF 移动优选 | 172.66.2.233
104.16.151.183:443#CF 移动优选 | 104.16.151.183
104.19.150.202:443#CF 移动优选 | 104.19.150.202
104.16.254.235:443#CF 移动优选 | 104.16.254.235
104.19.55.146:443#CF 移动优选 | 104.19.55.146
104.17.26.14:443#CF 移动优选 | 104.17.26.14
104.17.113.146:443#CF 移动优选 | 104.17.113.146
104.17.25.136:443#CF 移动优选 | 104.17.25.136
104.19.51.65:443#CF 移动优选 | 104.19.51.65
198.41.208.176:443#CF 移动优选 | 198.41.208.176
104.19.147.245:443#CF 移动优选 | 104.19.147.245
104.17.107.40:443#CF 移动优选 | 104.17.107.40
104.17.103.22:443#CF 移动优选 | 104.17.103.22
104.17.105.120:443#CF 移动优选 | 104.17.105.120
104.16.244.137:443#CF 移动优选 | 104.16.244.137
104.17.218.158:443#CF 移动优选 | 104.17.218.158
104.17.109.84:443#CF 移动优选 | 104.17.109.84
104.17.165.203:443#微测优选 | 移动 | HKG | 104.17.165.203
104.17.23.90:443#微测优选 | 移动 | HKG | 104.17.23.90
104.17.120.125:443#微测优选 | 移动 | HKG | 104.17.120.125
104.17.170.192:443#微测优选 | 移动 | HKG | 104.17.170.192
104.19.147.95:443#微测优选 | 移动 | HKG | 104.19.147.95
172.64.153.90:443#微测优选 | 联通 | LAX | 172.64.153.90
104.16.42.52:443#微测优选 | 联通 | LAX | 104.16.42.52
104.17.227.26:443#微测优选 | 联通 | LAX | 104.17.227.26
104.16.240.122:443#微测优选 | 联通 | LAX | 104.16.240.122
104.16.66.189:443#微测优选 | 联通 | LAX | 104.16.66.189
104.17.210.100:443#微测优选 | 电信 | LAX | 104.17.210.100
172.64.154.74:443#微测优选 | 电信 | SIN | 172.64.154.74
104.18.39.57:443#微测优选 | 电信 | SIN | 104.18.39.57
104.17.72.23:443#微测优选 | 电信 | LAX | 104.17.72.23
162.159.158.108:443#微测优选 | 电信 | FRA | 162.159.158.108
104.18.36.34:443#麒麟优选 | 电信 | 104.18.36.34 | 43.86ms | 72.95mb/s
104.18.43.60:443#麒麟优选 | 电信 | 104.18.43.60 | 42.74ms | 72.07mb/s
172.64.146.216:443#麒麟优选 | 电信 | 172.64.146.216 | 44.50ms | 70.18mb/s
104.18.38.5:443#麒麟优选 | 电信 | 104.18.38.5 | 43.87ms | 68.53mb/s
